employee_id,department,job_level,education,performance_score,engagement_score,years_experience,years_at_company,leadership_trait_score,peer_feedback_score,manager_feedback_score,innovation_score,learning_hours,projects_led,promotion_last_3yrs,absenteeism_days,attrition_risk_score,future_leader
EMP10625,HR,Junior,Bachelor,,,2.7,2.0,62.7,3.74,3.44,66.9,29.2,0,0,6,58.9,0
EMP10626,Marketing,Senior,Bachelor,74.9,66.5,13.1,4.1,54.5,4.11,,54.9,13.6,1,1,6,46.4,0
EMP10627,Sales,Lead,Bachelor,95.0,64.9,15.2,3.6,65.9,3.55,2.48,85.2,16.8,2,0,6,27.1,0
EMP10628,Finance,Senior,Bachelor,75.7,70.9,5.3,3.7,60.1,3.41,3.24,89.3,16.7,1,0,6,55.7,0
EMP10629,Marketing,Mid,,45.8,70.4,11.5,4.9,53.8,3.59,3.55,87.1,18.9,2,0,6,21.0,0
EMP10630,Product,Mid,Bachelor,75.6,56.4,4.0,1.8,94.5,3.7,3.15,58.5,23.7,1,0,6,1.8,0
EMP10631,Marketing,Junior,Master,72.4,80.4,5.2,1.9,74.5,2.57,4.89,49.7,32.7,0,0,6,48.7,0
EMP10632,Sales,Mid,Diploma,72.5,57.3,8.1,6.1,76.0,4.0,3.76,85.4,12.4,1,0,6,11.7,0
EMP10633,Engineering,Manager,Diploma,74.7,67.2,10.8,4.2,80.4,3.41,3.87,73.7,13.8,2,0,6,29.4,0
EMP10634,Sales,Manager,,71.7,66.2,14.1,4.7,78.8,4.52,3.41,70.3,38.2,3,0,6,36.8,0
EMP10635,Sales,Junior,Master,71.4,74.7,2.8,1.1,62.2,4.08,3.74,54.9,21.5,1,1,6,38.5,1
EMP10636,Operations,Senior,Bachelor,78.7,42.5,10.2,3.4,71.8,4.46,2.9,71.8,17.7,3,0,6,52.6,0
EMP10637,Operations,Mid,Master,66.0,81.6,6.5,2.6,64.2,3.04,3.63,47.6,25.1,1,0,6,40.8,0
EMP10638,Marketing,Lead,Master,61.6,,13.6,3.5,74.1,3.46,3.09,75.1,53.0,4,0,6,43.9,1
EMP10639,Marketing,Junior,PhD,99.0,85.9,3.2,1.0,72.8,2.89,3.56,87.1,40.9,0,0,6,15.3,0
EMP10640,Operations,Manager,PhD,64.1,63.8,12.6,5.9,62.6,3.24,1.96,91.1,39.5,7,0,6,38.8,0
EMP10641,Marketing,Lead,Bachelor,73.1,69.4,13.4,10.3,49.4,4.51,2.96,76.3,62.1,6,0,6,5.4,0
EMP10642,Sales,Junior,Master,55.5,94.9,4.3,1.0,70.0,4.67,4.77,42.9,33.5,2,1,6,56.0,0
EMP10643,Engineering,Junior,Master,73.3,66.4,4.6,1.6,65.1,2.95,4.33,68.2,64.9,0,0,6,7.8,0
EMP10644,Operations,Lead,Bachelor,61.7,86.1,9.5,7.5,41.5,3.4,4.67,99.0,67.5,4,0,6,23.3,1
EMP10645,Marketing,Junior,Diploma,67.1,70.5,0.7,0.5,75.1,3.65,4.72,51.1,12.6,1,0,6,8.6,1
EMP10646,Sales,Mid,Bachelor,83.5,75.4,4.8,3.1,81.5,4.08,4.22,64.1,10.6,1,0,6,18.3,0
EMP10647,Finance,Lead,Diploma,77.2,70.9,9.6,3.4,99.0,2.56,3.43,87.6,16.1,1,0,6,32.5,0
EMP10648,Operations,Mid,Master,78.3,81.0,7.7,3.6,62.5,2.66,3.02,74.9,50.4,0,0,6,20.9,0
EMP10649,Sales,Mid,Bachelor,52.5,61.1,8.1,2.7,60.5,4.02,4.55,99.0,25.4,1,0,6,54.6,0
EMP10650,HR,Mid,Master,92.2,57.2,5.7,1.6,52.5,2.43,3.8,53.3,23.8,1,1,6,38.8,0
EMP10651,Product,Junior,Bachelor,58.9,61.7,6.1,2.7,70.9,,5.0,49.2,42.9,3,1,6,25.6,1
EMP10652,Operations,Manager,Master,88.8,71.3,16.0,9.2,70.8,3.81,3.49,84.6,20.9,0,0,6,29.8,0
EMP10653,Engineering,Mid,Master,83.2,67.1,6.5,2.8,56.6,3.97,5.0,45.9,31.4,4,0,6,54.9,0
EMP10654,Marketing,Junior,Master,78.4,79.2,1.2,0.7,65.6,3.61,3.64,61.9,38.2,2,0,6,47.1,0
EMP10655,Engineering,Mid,PhD,62.6,87.0,9.5,3.7,40.3,3.46,4.69,63.9,17.0,1,0,6,8.8,0
EMP10656,Marketing,Manager,Bachelor,73.7,57.3,12.9,5.5,81.0,4.25,4.94,81.6,14.8,1,0,6,22.4,1
EMP10657,Engineering,Junior,Bachelor,66.8,60.5,3.3,2.4,57.2,3.89,3.03,74.8,29.1,2,0,6,42.7,0
EMP10658,Finance,Lead,Bachelor,72.3,51.3,10.3,7.9,67.5,3.28,3.41,72.3,31.0,2,0,6,42.1,0
EMP10659,HR,Senior,Bachelor,69.3,96.4,7.0,2.9,48.0,3.72,3.03,58.6,41.3,6,1,6,8.7,1
EMP10660,Engineering,Lead,Bachelor,49.6,74.0,7.8,4.5,,3.95,2.89,84.4,15.9,3,0,6,45.2,0
EMP10661,Product,Manager,Bachelor,84.3,76.2,14.4,5.5,64.1,4.82,4.22,99.0,19.2,1,0,6,15.2,1
EMP10662,Engineering,Lead,Bachelor,71.1,52.6,9.3,2.2,67.8,4.21,3.61,76.1,67.1,2,0,6,59.0,0
EMP10663,Sales,Manager,Bachelor,66.7,70.0,19.7,13.4,74.7,4.49,3.79,66.6,46.1,3,1,6,41.9,1
EMP10664,Engineering,Junior,PhD,65.8,76.6,0.6,0.2,88.1,3.3,4.14,44.2,26.7,0,0,6,10.8,0
EMP10665,Operations,Senior,Bachelor,75.9,66.7,6.2,3.0,78.3,3.36,2.45,54.8,49.8,5,0,6,23.5,0
EMP10666,Marketing,Mid,PhD,62.2,84.0,7.1,3.7,,3.55,4.65,61.6,15.9,2,0,6,20.0,0
EMP10667,Product,Mid,Bachelor,47.2,99.0,9.4,3.0,88.2,3.61,3.51,56.4,25.1,1,0,6,30.1,0
EMP10668,Engineering,Lead,Bachelor,76.5,57.7,11.1,2.9,76.0,3.04,4.12,64.7,3.8,2,0,6,30.9,0
EMP10669,HR,Manager,Master,77.7,,14.3,6.1,67.5,4.52,4.18,93.4,30.9,1,1,6,14.2,1
EMP10670,Sales,Senior,Bachelor,69.8,58.6,4.9,4.0,82.1,4.27,4.71,85.0,23.6,1,1,6,9.4,1
EMP10671,Finance,Mid,Bachelor,59.4,90.9,4.5,2.7,83.0,3.5,3.68,62.5,24.0,1,1,6,38.5,0
EMP10672,Product,Mid,Master,,83.6,3.6,1.6,77.1,4.12,2.26,45.7,40.3,1,0,6,35.1,0
EMP10673,Operations,Mid,Bachelor,55.9,68.2,1.8,0.4,,3.84,3.79,86.4,46.4,2,0,6,34.6,0
EMP10674,Finance,Mid,Bachelor,60.7,70.5,6.3,3.7,56.2,4.17,3.89,64.2,22.3,2,0,6,37.2,0
EMP10675,HR,Mid,Master,63.7,59.4,1.1,0.3,64.2,2.83,3.03,37.4,13.0,4,0,6,23.2,0
EMP10676,Product,Junior,Bachelor,81.3,81.6,0.1,0.1,78.9,3.61,3.85,76.4,11.5,1,0,6,33.6,0
EMP10677,Finance,Junior,PhD,68.0,65.1,1.8,1.2,67.7,3.66,3.5,81.4,8.0,5,0,6,79.0,0
EMP10678,Sales,Senior,Bachelor,67.1,66.6,7.2,3.4,83.9,4.11,2.81,26.2,61.5,4,0,6,54.2,0
EMP10679,Engineering,Mid,Diploma,93.5,77.9,6.9,2.7,86.4,3.29,4.22,51.8,40.3,1,1,6,25.8,1
EMP10680,Sales,Manager,Master,75.9,67.6,13.7,3.2,84.8,2.08,3.36,63.2,36.0,5,1,6,23.4,1
EMP10681,Engineering,Senior,Diploma,75.7,66.9,11.0,2.4,84.9,3.0,3.47,76.8,20.7,6,0,6,1.0,1
EMP10682,Sales,Junior,PhD,67.9,70.1,4.7,2.3,53.5,3.66,3.43,56.7,20.7,1,0,6,51.6,0
EMP10683,HR,Junior,Bachelor,65.4,80.3,5.5,4.3,,3.74,4.61,51.7,47.2,0,0,6,44.7,0
EMP10684,Operations,Junior,Master,47.9,91.4,3.0,1.1,59.5,4.79,3.72,76.6,10.6,0,0,6,18.8,0
EMP10685,Engineering,Manager,Bachelor,82.7,77.6,13.7,7.9,44.9,4.08,3.81,57.5,22.8,2,0,6,5.3,0
EMP10686,HR,Junior,Master,76.9,80.4,4.1,2.6,64.0,3.75,3.44,73.7,50.6,1,0,6,9.7,0
EMP10687,Product,Mid,Master,70.0,67.4,6.3,1.5,86.5,3.68,4.07,47.2,22.8,3,1,6,40.9,0
EMP10688,Operations,Manager,Bachelor,70.5,60.8,12.1,3.6,74.5,4.42,4.69,43.4,39.3,6,1,6,32.4,1
EMP10689,Finance,Manager,Diploma,80.1,78.5,12.3,5.1,96.2,3.32,4.2,77.1,27.2,3,1,6,43.3,0
EMP10690,Engineering,Junior,Bachelor,54.9,72.2,1.2,0.8,70.5,3.61,4.23,69.0,4.7,0,0,6,33.6,0
EMP10691,Product,Junior,Master,65.5,51.5,3.9,1.9,99.0,2.99,4.17,79.8,26.6,0,1,6,53.1,0
EMP10692,Engineering,Junior,Master,59.5,65.7,2.8,1.9,70.5,4.62,2.78,56.5,29.4,1,0,6,39.8,0
EMP10693,Engineering,Junior,Bachelor,91.5,68.9,1.5,1.1,68.3,3.96,3.14,52.3,25.6,1,0,6,47.5,0
EMP10694,Product,Junior,Master,81.6,63.4,1.5,1.0,50.1,,3.61,86.8,14.4,1,0,6,1.0,0
EMP10695,Finance,Mid,Master,47.8,89.3,3.3,2.8,83.5,3.63,3.24,40.6,25.7,2,0,6,6.7,0
EMP10696,Operations,Lead,Bachelor,55.3,76.2,13.2,9.1,61.0,4.03,3.0,85.0,8.3,1,0,6,24.7,0
EMP10697,Finance,Mid,Master,70.5,87.9,6.2,4.7,58.9,,2.44,86.1,22.6,1,0,6,48.6,0
EMP10698,Operations,Senior,Bachelor,66.8,73.4,7.1,5.3,85.9,3.35,2.81,78.8,40.9,3,0,6,65.6,0
EMP10699,Engineering,Junior,Master,57.4,71.1,4.8,3.2,84.2,3.27,3.57,54.0,59.8,0,1,6,29.2,0
EMP10700,Engineering,Senior,Bachelor,93.4,57.8,7.8,5.6,83.8,3.92,3.7,51.9,54.9,1,0,6,23.6,0
EMP10701,Engineering,Senior,Diploma,75.4,70.2,5.9,4.8,62.9,3.47,3.19,61.6,15.7,1,0,6,1.0,0
EMP10702,Sales,Lead,PhD,77.2,70.2,13.2,6.7,67.3,3.41,3.81,44.3,11.8,5,1,6,47.9,0
EMP10703,Marketing,Manager,Bachelor,64.4,52.2,11.8,7.3,67.2,2.83,3.45,49.6,30.9,2,0,6,25.7,0
EMP10704,Engineering,Mid,Bachelor,79.9,63.0,5.1,2.7,79.0,,4.51,75.3,28.4,3,0,6,86.9,0
EMP10705,Finance,Junior,Master,67.8,65.8,3.1,2.3,89.7,3.58,3.64,75.4,37.8,1,1,6,19.8,0
EMP10706,Marketing,Junior,Master,68.9,75.4,5.5,2.6,73.2,3.49,4.24,48.2,19.8,1,0,6,69.3,0
EMP10707,Marketing,Mid,Bachelor,78.7,76.0,6.0,4.4,95.6,3.83,3.89,75.8,28.9,1,0,6,44.8,0
EMP10708,HR,Manager,Bachelor,54.1,62.4,10.4,7.5,80.6,4.19,2.77,72.3,28.1,4,0,6,15.3,0
EMP10709,HR,Mid,Bachelor,89.6,76.1,7.2,5.9,64.7,4.16,3.69,89.2,23.1,1,0,6,35.5,0
EMP10710,Product,Senior,Diploma,74.0,67.6,7.9,2.9,79.6,4.06,2.89,74.1,10.2,1,1,6,46.7,1
EMP10711,Operations,Mid,Bachelor,86.1,32.7,10.2,6.7,91.9,3.54,3.67,81.9,40.6,3,0,6,35.1,1
EMP10712,Marketing,Junior,PhD,60.2,63.7,3.0,2.1,96.0,3.33,3.23,72.6,31.0,0,0,6,48.6,0
EMP10713,Product,Mid,Bachelor,61.8,84.0,1.1,0.9,84.6,3.02,4.02,80.7,42.0,1,1,6,44.6,1
EMP10714,Marketing,Senior,Diploma,59.2,48.1,9.8,7.7,68.4,3.31,2.81,44.4,47.1,0,1,6,47.1,0
EMP10715,Engineering,Senior,Bachelor,74.8,71.5,13.3,7.6,65.0,3.71,3.76,63.1,26.8,4,0,6,31.8,0
EMP10716,Finance,Mid,Bachelor,72.7,90.6,9.5,5.5,76.1,3.19,4.15,64.4,40.7,1,0,6,7.5,1
EMP10717,Sales,Junior,Diploma,66.9,60.1,7.0,2.2,91.4,3.76,4.39,61.1,60.6,2,1,6,32.8,0
EMP10718,Operations,Senior,Diploma,60.8,70.0,6.8,5.7,74.1,3.07,3.22,72.1,70.4,3,0,6,35.6,0
EMP10719,Product,Junior,Bachelor,58.1,53.0,5.0,1.8,74.4,2.62,3.76,75.2,33.0,2,0,6,1.7,0
EMP10720,Finance,Manager,Bachelor,71.5,91.2,11.4,7.7,68.7,4.23,3.88,71.3,34.3,2,0,6,31.6,1
EMP10721,HR,Junior,Bachelor,66.9,68.9,3.5,2.5,63.4,3.39,4.83,62.2,32.7,0,1,6,30.9,0
EMP10722,Sales,Junior,Bachelor,64.5,70.6,0.2,0.1,65.7,3.16,2.71,53.2,37.2,2,0,6,9.0,0
EMP10723,Product,Mid,Bachelor,89.0,87.6,4.6,1.6,69.9,2.99,3.11,82.6,46.1,3,0,6,23.2,0
EMP10724,Sales,Mid,PhD,71.1,78.6,4.5,1.5,92.1,3.97,5.0,70.6,32.3,0,1,6,25.2,1
EMP10725,Sales,Mid,Bachelor,86.0,58.6,8.0,6.1,,4.59,3.56,48.7,68.3,3,0,6,69.2,0
EMP10726,Engineering,Mid,Master,66.1,61.6,7.8,4.1,68.7,3.44,2.43,61.9,63.5,3,0,6,37.9,0
EMP10727,Sales,Manager,Bachelor,74.7,76.4,13.6,3.5,55.9,3.56,3.34,37.1,29.4,5,0,6,49.9,0
EMP10728,HR,Mid,Bachelor,71.4,61.9,3.0,2.0,78.0,4.4,1.81,65.6,29.3,1,1,6,31.7,0
EMP10729,Finance,Mid,Master,53.3,42.5,5.3,1.9,87.1,2.52,3.92,61.8,22.1,2,0,6,3.6,0
EMP10730,Engineering,Mid,Bachelor,87.7,69.3,4.4,3.4,90.7,4.98,4.32,55.8,38.2,1,1,6,44.6,1
EMP10731,Sales,Junior,,70.5,50.8,4.9,2.0,70.8,5.0,3.11,90.4,24.2,2,0,6,24.0,0
EMP10732,Sales,Senior,Bachelor,80.2,91.0,11.6,3.8,76.0,1.94,3.42,46.5,21.6,2,0,6,22.6,0
EMP10733,HR,Junior,Diploma,63.7,72.3,5.3,1.4,65.9,3.64,4.4,76.3,37.8,2,1,6,13.0,0
EMP10734,Sales,Senior,Master,70.2,58.2,7.3,3.9,75.4,3.23,2.52,99.0,15.2,4,0,6,35.8,0
EMP10735,Operations,Junior,PhD,62.5,60.9,0.0,0.0,72.4,3.53,2.82,82.2,46.5,0,0,6,53.2,0
EMP10736,Engineering,Manager,Bachelor,85.6,45.4,9.1,6.3,68.8,3.43,3.59,64.5,38.5,3,1,6,53.6,0
EMP10737,Engineering,Mid,Bachelor,75.4,55.7,9.1,4.6,69.9,4.23,3.22,46.9,61.8,2,0,6,63.5,0
EMP10738,HR,Lead,Bachelor,76.0,83.2,10.1,4.3,74.3,3.63,3.54,43.2,33.3,1,0,6,61.1,0
EMP10739,HR,Mid,Master,86.9,99.0,4.3,1.6,63.9,3.11,2.87,58.4,41.6,2,1,6,1.0,1
EMP10740,Sales,Junior,Bachelor,84.7,79.4,6.6,2.5,64.6,3.59,3.9,54.0,6.1,1,0,6,9.2,0
EMP10741,Sales,Lead,Bachelor,80.4,68.8,13.8,11.1,91.9,4.03,3.65,53.5,44.3,4,1,6,1.0,1
EMP10742,Marketing,Senior,,56.4,64.4,9.1,2.8,99.0,2.93,4.13,59.8,52.7,1,0,6,44.8,0
EMP10743,Sales,Senior,Bachelor,64.3,57.6,8.4,7.1,51.1,2.63,3.89,63.4,31.4,3,0,6,22.2,0
EMP10744,Finance,Mid,Bachelor,61.0,96.8,5.7,2.4,50.4,5.0,3.89,72.8,22.0,2,0,6,18.8,1
EMP10745,Finance,Senior,Bachelor,80.0,67.5,9.5,2.4,54.6,3.28,2.74,45.2,33.7,1,0,6,29.0,0
EMP10746,Engineering,Lead,Bachelor,73.9,97.5,14.5,5.2,66.6,3.61,4.09,54.1,46.5,3,1,6,34.3,1
EMP10747,HR,Senior,Master,56.7,88.1,9.9,2.4,80.5,3.44,3.52,62.4,49.6,5,1,6,2.4,1
EMP10748,Marketing,Mid,Bachelor,69.9,47.4,7.6,5.4,76.3,,3.63,61.9,10.2,2,1,6,13.8,0
EMP10749,Marketing,Senior,Bachelor,55.6,61.3,11.6,6.2,70.4,4.85,4.48,94.4,99.9,4,0,6,34.0,0
